dose_recommandee,area,type_pesticide,type_culture,quantite
3.2905714124623384,480,Herbicide,Wheat,73.26426041911401
2.026973985239032,149,Fungicide,Wheat,57.911857852474554
4.216382678534371,72,Herbicide,Wheat,95.761564269901
2.703750833867758,469,Fungicide,Wheat,89.24794998310591
4.978736660785948,473,Insecticide,Rice,96.1868028399652
1.3700017517558551,267,Herbicide,Corn,44.991593031446016
4.121391450960634,138,Insecticide,Wheat,89.00048439595221
3.694806934168626,258,Insecticide,Soybean,78.65872294661955
4.069995322362821,320,Fungicide,Wheat,40.597561273061174
2.2301191819618253,470,Herbicide,Corn,19.59339326537974
2.9682179575296024,286,Insecticide,Corn,71.4359124907127
4.186034078894833,437,Herbicide,Barley,22.28070917096923
1.93016532648342,455,Insecticide,Barley,36.43982263010008
1.9041327871546083,258,Insecticide,Wheat,55.03281187994086
3.2042038131797295,327,Fungicide,Wheat,71.18942816336258
3.094254318119423,255,Herbicide,Barley,93.36048914775745
2.1290498816517314,127,Fungicide,Wheat,63.391604036409696
2.192302602099291,450,Fungicide,Soybean,70.42717897048854
2.111380652826262,377,Fungicide,Rice,37.90124651358802
4.086048247993951,147,Fungicide,Barley,71.8563354785685
3.6076034622498425,395,Fungicide,Barley,49.401110865706706
4.329668733641011,414,Insecticide,Corn,87.12380645953964
4.901892113256087,399,Herbicide,Wheat,45.32054625113269
2.8966571850879457,385,Herbicide,Barley,52.14448194909012
1.2667755256217954,143,Fungicide,Barley,48.93289812192321
1.1923692416481417,129,Herbicide,Soybean,83.00105508766465
2.1826601570864765,87,Insecticide,Wheat,95.83292773107148
4.7301783574098035,457,Fungicide,Rice,39.45486708849466
3.0928522198834996,277,Insecticide,Soybean,52.75251106858691
2.0871460643205166,183,Insecticide,Rice,73.53336400239121
2.596667178044078,245,Fungicide,Corn,90.5843459831258
3.3943804296186832,439,Insecticide,Barley,54.43306271614186
3.611798632551369,331,Fungicide,Soybean,19.800415740405455
1.6156780391316201,150,Insecticide,Rice,43.18042451511894
4.908126706180704,474,Herbicide,Wheat,59.53256968961017
3.1790889079311553,124,Herbicide,Corn,47.57721453694293
1.5427532711691172,343,Herbicide,Corn,26.79001541092631
4.574541013384534,257,Fungicide,Barley,13.329054580889574
1.2985537243177152,132,Insecticide,Barley,71.86677994719054
4.630941732710051,476,Insecticide,Rice,99.34634716994283
4.98626262515593,486,Herbicide,Rice,92.72859705069554
3.8017271966260155,192,Herbicide,Corn,71.49438197747321
4.081788884295959,105,Fungicide,Rice,85.73768276647863
2.3492113458699455,410,Fungicide,Barley,33.01548566204738
4.766307410935735,489,Insecticide,Corn,66.01909924706018
3.1188558644334705,336,Fungicide,Corn,15.45437938590689
3.9295537863902195,260,Fungicide,Wheat,73.64655345812119
4.6964308636451175,490,Fungicide,Wheat,97.28851051218417
4.900719903902033,228,Herbicide,Rice,87.47175764960731
4.332817426386697,457,Herbicide,Rice,58.09967872944736
2.21207002792812,107,Insecticide,Barley,80.9866197381499
4.866190066208329,122,Fungicide,Barley,94.95089289533482
3.512478124974287,264,Herbicide,Wheat,29.441582014529384
4.722569905407839,437,Fungicide,Corn,81.39326616796403
3.7044201032574073,315,Insecticide,Soybean,34.286226217196806
2.228955847390882,496,Fungicide,Soybean,88.92526797456998
2.480098096571264,122,Insecticide,Rice,18.851905512113092
3.201887108411762,320,Insecticide,Soybean,26.039657698285733
4.160059366239528,403,Herbicide,Soybean,74.85548171246215
2.2719302053613397,283,Fungicide,Wheat,25.72997534769241
3.3189246645367683,368,Herbicide,Corn,24.22488717127399
2.382499974305606,68,Fungicide,Barley,59.99201896589848
4.263077618540429,162,Fungicide,Wheat,85.14885139381637
2.8669123750718017,112,Insecticide,Barley,34.16206827471662
1.306891307411541,421,Insecticide,Wheat,85.70243644349365
1.6642100859261455,233,Fungicide,Wheat,82.71580568913772
1.2444186704785292,326,Herbicide,Soybean,62.119486086340196
2.997211784057301,211,Insecticide,Barley,68.1906478318543
1.4253491893929087,292,Insecticide,Wheat,13.639706795071739
1.4565598772385284,194,Fungicide,Soybean,43.04220024733419
4.764193040153508,195,Fungicide,Rice,33.705543800651725
4.490620288704221,130,Insecticide,Barley,23.500347465472515
2.808346387245464,371,Herbicide,Wheat,45.06933962412834
4.943221283400823,484,Insecticide,Rice,41.94137767126896
1.0007461126826525,370,Fungicide,Soybean,75.60025103167543
3.455917825093575,92,Insecticide,Wheat,63.828670642907795
3.4657127094874802,362,Fungicide,Soybean,92.17900619218175
2.829772223479553,443,Insecticide,Soybean,23.0866824750255
2.5877918917371714,342,Fungicide,Soybean,15.37737447911734
2.8215325419224304,225,Fungicide,Barley,58.11470087420158
2.659841744318722,425,Herbicide,Rice,10.092442474970657
3.9219699099291976,118,Fungicide,Rice,80.8947048821469
1.5414217398931362,105,Insecticide,Corn,55.53755998165085
1.7905568823645206,168,Fungicide,Wheat,53.92590184521042
1.7220729135696944,253,Insecticide,Soybean,42.6246380851757
2.049882340485058,469,Herbicide,Wheat,43.74764525338863
3.101033675126333,464,Insecticide,Rice,48.80203104255903
1.444834989352875,104,Herbicide,Rice,11.442910998342716
4.472677181306016,87,Herbicide,Soybean,17.519120849458417
2.1894461252338893,292,Fungicide,Barley,55.45432180101133
1.6501519498748314,250,Herbicide,Soybean,23.51100386978237
3.702485238392973,285,Insecticide,Soybean,80.08863475122983
1.1523452023972771,64,Herbicide,Corn,34.70366566040732
3.4798742594966567,193,Herbicide,Barley,18.810967361439165
3.792793722705999,126,Fungicide,Wheat,31.168893331310482
1.8596661255468767,358,Insecticide,Barley,42.13884071402093
1.1678562937745371,489,Herbicide,Soybean,13.178494773539526
2.4545814356777984,312,Fungicide,Soybean,22.75079719476961
1.394376920967746,234,Fungicide,Soybean,39.14620790297677
1.4659113986933483,104,Insecticide,Soybean,37.943242642878765
2.0170449257794583,357,Fungicide,Soybean,82.03480269038553
2.181871698507037,53,Herbicide,Barley,85.89299277813878
3.1198813640856824,348,Fungicide,Soybean,27.407673922919496
3.7135675420120524,89,Insecticide,Rice,21.154589552156263
3.371083763480739,279,Insecticide,Rice,67.07462358892765
1.5934413491580672,426,Fungicide,Corn,82.41612001258883
1.6883441298105057,335,Herbicide,Wheat,96.73507875017184
4.515076999171658,187,Fungicide,Rice,10.611665627186285
3.2334092602564546,152,Insecticide,Corn,47.231030208412406
4.479751331590756,56,Fungicide,Barley,76.05890506849471
2.4861860452794975,213,Fungicide,Wheat,84.57033689869189
3.4576000297252953,468,Herbicide,Soybean,15.6057353814788
3.094653664218443,472,Fungicide,Soybean,71.25530675177146
2.2764939592818503,469,Herbicide,Barley,36.004484565907305
2.8796614881343814,414,Fungicide,Wheat,16.713726339981285
3.009963507307728,325,Fungicide,Rice,54.01923235792005
1.8030838990267144,98,Herbicide,Wheat,24.23380088837314
2.2600414895069263,145,Herbicide,Corn,76.33067662555163
4.165639002027902,108,Insecticide,Barley,76.71356197295081
4.663152957816509,280,Herbicide,Rice,85.78609884887585
2.439176374181198,226,Fungicide,Wheat,43.9811816632977
2.2278891288360727,139,Insecticide,Wheat,11.197881750757926
1.78078865828753,331,Herbicide,Rice,33.37623445370318
3.713964674602325,85,Herbicide,Corn,52.10305295727492
2.292398806665349,220,Insecticide,Corn,72.46101514744454
4.950998156396754,175,Fungicide,Wheat,44.383652711806725
2.302739208255813,348,Fungicide,Soybean,58.24435564604242
2.5765441871305126,404,Insecticide,Rice,57.18372287101452
3.413336784848139,253,Fungicide,Corn,24.84841144224849
4.206737172765219,338,Herbicide,Corn,66.07445500720115
2.8780746613825348,405,Fungicide,Corn,49.532655538485805
2.6906241351558333,146,Herbicide,Barley,82.71268314872437
4.982551334379233,287,Fungicide,Soybean,72.15500873160099
1.0419745645597778,222,Herbicide,Corn,20.032226757779917
4.580261155404983,350,Insecticide,Soybean,53.988256903291166
1.5965633037589497,137,Herbicide,Wheat,73.22449226447686
4.143701104835653,448,Fungicide,Wheat,17.831055322660838
3.471726239385192,400,Herbicide,Barley,81.32473293009683
2.3673891419923683,66,Fungicide,Soybean,29.980406317995946
4.495499822084073,189,Fungicide,Rice,55.27763159263207
1.051628911923968,303,Herbicide,Barley,94.65051587253726
1.9067626082996947,327,Fungicide,Corn,61.42008113400556
3.267571184998144,200,Insecticide,Wheat,48.16490065335527
2.406169040198792,395,Fungicide,Wheat,10.611543465922841
3.4415099812733105,383,Insecticide,Rice,22.00722604966703
1.0964407736346673,189,Insecticide,Barley,62.07974965881888
1.46583572192685,163,Fungicide,Soybean,54.44425365883644
1.508384960873757,117,Insecticide,Wheat,42.74462580821482
1.7571345836640377,415,Insecticide,Corn,93.08942968547056
2.837325763202171,228,Herbicide,Rice,39.92342836833467
4.008514798174285,174,Insecticide,Rice,58.34356807996959
4.622155351715604,446,Insecticide,Rice,61.18420685717171
4.341490121136984,362,Insecticide,Corn,57.47215510575304
1.7875514871027343,360,Insecticide,Rice,52.98268523860894
2.7646022089225295,387,Insecticide,Soybean,40.33573624107173
1.79764639103414,412,Fungicide,Soybean,91.78872697356576
2.057887266668763,461,Insecticide,Barley,50.572293558323025
3.0141879260475446,407,Fungicide,Barley,57.560398061146806
1.2724360988940902,282,Fungicide,Soybean,69.0830185447218
1.8726973183730928,477,Fungicide,Corn,16.08904381883812
4.741512645228469,196,Herbicide,Barley,80.31593273169207
2.864465170633956,479,Herbicide,Rice,56.125657907743204
2.781546103911489,160,Fungicide,Soybean,69.14592422604701
1.0582686190051156,412,Herbicide,Wheat,79.48108588723223
1.989598988233383,407,Insecticide,Corn,88.66894516877932
4.465169743928725,287,Fungicide,Corn,45.299837525763785
1.658513713034675,52,Fungicide,Soybean,83.02869034140295
2.6604997581388843,260,Fungicide,Wheat,33.295320600931156
1.057323623468005,453,Herbicide,Corn,69.43020858616296
2.9133419266822234,74,Herbicide,Barley,19.243657061167546
1.0840844269048686,380,Herbicide,Wheat,11.802742068166769
4.278438212263199,233,Insecticide,Rice,18.618681350137575
4.299415069948415,110,Herbicide,Barley,38.74442379062282
4.1509687532094794,172,Fungicide,Wheat,12.798515244219786
2.133456275564473,104,Herbicide,Soybean,66.74421449685363
4.348948872887272,212,Herbicide,Corn,38.48900845440383
3.171992530421077,236,Herbicide,Barley,76.27384609428682
2.4952324354680098,88,Herbicide,Soybean,14.132362264264508
3.501319838816932,234,Fungicide,Wheat,29.503140989274836
1.049364184241496,132,Herbicide,Rice,46.72030827967287
1.5718435104030086,244,Fungicide,Corn,44.43864060646417
3.969174152681051,83,Herbicide,Corn,21.789880555270642
1.976646434864612,162,Insecticide,Barley,99.47231322234913
3.3920364693149985,474,Insecticide,Soybean,35.59956227504523
2.5404104112921186,455,Fungicide,Wheat,74.89288761863168
4.419223115197045,279,Fungicide,Wheat,29.802402749054636
4.809661223986574,332,Insecticide,Soybean,89.00660896534755
4.534258913480762,454,Insecticide,Corn,44.89824791347232
2.0824799787743866,474,Herbicide,Soybean,91.08122400901941
1.776651476184329,336,Insecticide,Wheat,40.7651427670574
2.89773957448294,204,Fungicide,Soybean,10.777943934722211
1.029336603344721,214,Fungicide,Corn,56.531838797061525
1.103237571452727,499,Insecticide,Barley,57.23091425359868
3.2131625584920003,231,Fungicide,Corn,20.7850764509772
3.081797616661144,288,Herbicide,Rice,31.146721607736318
4.97832795614104,186,Herbicide,Rice,80.51460318832144
1.8073673414550324,388,Insecticide,Soybean,13.30802421657933
2.0324157166418737,475,Fungicide,Corn,54.057401801801255
1.4541625693051468,469,Insecticide,Corn,57.73673110722065
4.670172038614979,315,Fungicide,Wheat,71.98408546085116
4.1112449778338025,236,Fungicide,Barley,13.371064066012167
4.28935644582739,89,Fungicide,Corn,62.70816943814175
4.611055151858035,359,Herbicide,Soybean,10.278823292036488
3.099599946903353,216,Fungicide,Wheat,33.866053056027155
2.8047727658028947,440,Herbicide,Wheat,54.971582978483305
2.321565894662466,309,Fungicide,Soybean,92.01532036830554
3.356858457391422,192,Insecticide,Soybean,21.393083440498188
2.81711358715929,253,Herbicide,Corn,25.236021610294756
2.8062623464223004,225,Herbicide,Corn,70.2325057945445
4.747711454924556,311,Herbicide,Wheat,43.7375524440159
4.936126057116521,301,Insecticide,Wheat,66.10792617305846
4.185937557318323,378,Herbicide,Barley,99.77087504208404
4.027032360987713,468,Insecticide,Wheat,98.81844952139687
3.722232647116406,249,Fungicide,Soybean,41.83422215449792
1.6642994093340548,248,Fungicide,Soybean,55.353281844234935
1.236423283502618,245,Insecticide,Barley,91.4221142766454
3.7629052604530524,363,Herbicide,Rice,18.29508961677018
3.915144889026304,126,Herbicide,Rice,50.70735134531623
1.1878919643925592,68,Insecticide,Soybean,43.981961348481306
4.7122070009153925,111,Fungicide,Rice,36.53944953948975
1.3645625577787102,376,Insecticide,Rice,99.47837907301134
2.1436021350848096,443,Herbicide,Barley,76.019436457514
3.689559251194818,330,Herbicide,Wheat,44.98722931536298
1.6794903776179053,477,Herbicide,Wheat,84.61197024988772
1.2216635537689777,299,Herbicide,Rice,54.069949064085115
2.324585956656599,276,Fungicide,Corn,88.55419711310728
4.063886299420716,176,Fungicide,Barley,33.97418610675206
2.6547147159410414,107,Fungicide,Rice,30.124020464835887
3.6118916876317573,458,Herbicide,Corn,32.25580131227028
3.3184763889125466,425,Herbicide,Corn,58.46325185125472
1.0888739281023216,253,Herbicide,Barley,36.21820520396212
4.954159948182827,292,Insecticide,Wheat,23.24077157317457
1.165712355277551,416,Herbicide,Soybean,99.51651266551589
4.87121095059394,473,Fungicide,Corn,91.03899046972691
3.1994567134575926,381,Fungicide,Soybean,67.15111937437717
4.852636108260266,375,Fungicide,Soybean,90.23885865315513
1.4590143976553418,301,Insecticide,Barley,94.1916463757037
2.961634076742053,443,Fungicide,Wheat,70.8497462679252
1.6780163674642345,371,Insecticide,Barley,56.681180082217736
1.2038995080897696,425,Insecticide,Corn,89.38016129932095
3.4701164602492462,458,Insecticide,Wheat,61.101729722161856
1.8311336838467658,248,Herbicide,Rice,21.412048856848656
3.350788073150184,392,Herbicide,Wheat,43.01704004117552
1.4494579277959425,289,Fungicide,Barley,50.13288565618394
2.327945885730811,188,Fungicide,Barley,94.1832114522036
4.126530232212989,171,Insecticide,Soybean,69.32669250752402
2.7482060873687506,469,Herbicide,Rice,88.77498065163017
3.5109816595893455,98,Fungicide,Wheat,78.18325307559427
3.589831762982184,353,Fungicide,Rice,37.88747978704147
4.3750201759491745,164,Herbicide,Soybean,74.68380937577649
2.299691177626565,392,Insecticide,Rice,27.576976233148716
3.7491822503300702,300,Fungicide,Rice,46.73312305457209
4.846463228184662,56,Fungicide,Wheat,82.54826714403389
3.920973337431472,268,Herbicide,Rice,65.07362457237055
2.959481906870978,126,Herbicide,Soybean,84.28712553573534
3.522869777967717,228,Insecticide,Corn,32.923322411504614
3.9587315910524326,194,Insecticide,Corn,77.47739491845654
3.4491030627754897,465,Fungicide,Barley,28.209192529765286
1.0667032539593566,203,Insecticide,Corn,59.07737551582065
1.7790939907489034,170,Fungicide,Wheat,49.01811350089882
4.241872868861864,173,Fungicide,Barley,60.08282719937263
2.0906025892499387,199,Herbicide,Corn,22.198008162544525
3.9262484782445357,446,Fungicide,Corn,42.51050879617105
2.4884808609667948,430,Herbicide,Barley,70.02134477795563
3.0875373126317727,317,Fungicide,Wheat,60.26777146729246
1.2718931992776148,376,Fungicide,Barley,59.407278302063766
1.7249022441988382,50,Fungicide,Wheat,55.974710091812895
4.828787854076938,210,Insecticide,Wheat,94.94964190349906
4.5605522137876555,293,Insecticide,Soybean,94.11127281457608
3.609100443596201,424,Herbicide,Corn,42.41304755184648
2.8385783895429495,447,Fungicide,Corn,41.67055104257843
3.703045171580895,300,Herbicide,Rice,59.9408610915755
3.474441156375756,416,Herbicide,Barley,18.604565572528703
3.2742090224184484,113,Fungicide,Soybean,37.27060306907643
1.2367082874541673,348,Insecticide,Corn,30.778080922105545
3.5312104426460276,297,Insecticide,Rice,30.105070150278564
4.075680178284673,491,Herbicide,Soybean,67.46549733057411
4.976326618582302,346,Insecticide,Wheat,44.59153009097344
1.0443142103772387,164,Fungicide,Corn,25.40479372824756
3.9206938132427065,344,Fungicide,Barley,89.88146604889836
3.287157263743922,50,Insecticide,Soybean,88.67338191440147
2.736208704323827,90,Insecticide,Rice,87.62166311790116
1.5102806982854835,222,Herbicide,Barley,45.16704480320135
2.636340594539505,137,Insecticide,Wheat,15.128420815940714
2.417508731944541,147,Herbicide,Barley,19.606781610499244
2.2113195559149688,137,Fungicide,Rice,34.84432717941693
3.9235184932888307,300,Fungicide,Wheat,29.797300369778917
3.802902085137055,384,Fungicide,Rice,88.65870581339519
3.3560803639236463,190,Insecticide,Corn,98.77223623503335
4.7546592531734895,120,Insecticide,Rice,83.50062960986222
2.399417536723418,186,Insecticide,Barley,75.68640124742696
1.9752077508407182,496,Herbicide,Corn,62.97617259345828
3.623613252393598,148,Herbicide,Corn,79.29174692618855
1.7952562437496118,200,Herbicide,Soybean,95.23299809731517
2.2600420287336984,487,Fungicide,Barley,64.1210202916373
1.8984097602995393,224,Herbicide,Barley,23.915191961785048
1.276614270874005,216,Insecticide,Wheat,24.74724855418477
4.3099949665426935,392,Insecticide,Rice,62.54765228157276
2.0181621716866447,459,Fungicide,Rice,40.012168580632704
2.8921100133720827,306,Insecticide,Barley,91.92226377204724
1.1732610930172478,447,Insecticide,Rice,65.04781004523751
3.7973578650105724,273,Insecticide,Barley,70.88433520810243
2.3222440092251633,417,Herbicide,Corn,10.523863909081232
3.97894691131684,379,Herbicide,Rice,54.896369685636074
2.6496122418714645,114,Insecticide,Rice,48.80482492500205
1.7830224256224985,118,Insecticide,Barley,73.52846710907797
3.0527003291281436,116,Insecticide,Barley,44.43747943000291
1.5220182385497592,482,Insecticide,Wheat,97.89175286984461
2.762156639491979,99,Herbicide,Rice,70.31828634007616
2.269221909681946,363,Fungicide,Soybean,69.39264998283305
4.647838336798532,358,Insecticide,Barley,92.74070302821843
1.2437148868828798,140,Herbicide,Soybean,99.56843505085111
3.776069656422968,164,Insecticide,Corn,27.803862033590192
1.7310046639497436,423,Fungicide,Corn,82.94798288932552
2.2761802973289593,106,Herbicide,Soybean,24.608754578982474
2.662056252248264,391,Herbicide,Corn,51.13391077487889
4.632060357499897,67,Fungicide,Soybean,19.016686389922313
1.9703130642953006,321,Fungicide,Wheat,66.10338806204484
1.3652352101786809,179,Herbicide,Wheat,52.166634706456755
2.2747584159620944,318,Fungicide,Corn,66.58290534931436
1.4187038821421334,478,Insecticide,Soybean,71.01646773538717
1.51438594384221,129,Fungicide,Soybean,65.74890250281143
3.2954023919001068,348,Fungicide,Soybean,36.462621034663584
1.2436077323979733,359,Herbicide,Corn,85.3263241519302
1.1237235255742641,251,Fungicide,Soybean,59.65175794376117
3.857656405881991,274,Herbicide,Barley,54.08660558951228
2.446588379364178,208,Insecticide,Soybean,98.8357423811387
1.5015013969354931,253,Fungicide,Barley,35.515711603582915
2.014451083438833,186,Fungicide,Wheat,57.52272744056558
3.568346029409596,122,Herbicide,Barley,71.40921207471922
2.1021462685634047,97,Herbicide,Wheat,21.27033396399102
